drop_lo,drop_hi,rb_min,gap_max,condition,exit,n,wr,avg,sharpe,max_dd,cum
-8.0,-4.0,4,999.0,ALL,TP+3%/SL-3%,3066,46.2,-0.061,-0.45,-258.7,-185.7
-7.0,-6.0,5,2.0,ALL,引け決済,379,47.0,-0.074,-0.45,-75.7,-28.2
-5.0,-4.0,5,0.0,NORMAL,TP+2%/SL-2%,278,46.4,-0.048,-0.45,-29.3,-13.5
-6.0,-5.0,4,999.0,NORMAL,引け決済,513,46.6,-0.076,-0.45,-76.2,-39.1
-8.0,-5.0,3,2.0,ALL,TP+5%/SL-3%,2247,44.3,-0.069,-0.45,-208.1,-156.0
-8.0,-6.0,2,0.0,NORMAL+STRONG,TP+3%/SL-3%,664,47.0,-0.066,-0.45,-95.8,-43.6
-8.0,-3.0,3,999.0,NORMAL,TP+5%/SL-3%,4640,44.7,-0.064,-0.45,-329.9,-298.3
-6.0,-5.0,5,999.0,NORMAL,引け決済,358,46.1,-0.076,-0.45,-67.6,-27.1
-8.0,-4.0,2,2.0,ALL,TP+3%/SL-3%,4937,46.4,-0.061,-0.45,-344.4,-299.2
-6.0,-3.0,3,0.0,ALL,TP+2%/SL-2%,2860,47.1,-0.046,-0.45,-191.9,-132.4
-6.0,-3.0,3,0.0,NORMAL,引け決済,1840,49.1,-0.07,-0.45,-169.3,-128.1
-8.0,-4.0,2,0.0,NORMAL+STRONG,TP+2%/SL-2%,2131,46.5,-0.048,-0.45,-127.5,-102.5
-7.0,-5.0,3,999.0,ALL,TP+5%/SL-5%,1909,46.7,-0.076,-0.45,-176.5,-144.5
-7.0,-4.0,3,0.0,ALL,TP+3%/SL-3%,1795,46.9,-0.062,-0.45,-122.8,-110.7
-8.0,-5.0,2,2.0,ALL,TP+5%/SL-3%,2756,44.5,-0.07,-0.45,-273.8,-194.2
-8.0,-6.0,6,999.0,NORMAL,引け決済,363,47.9,-0.076,-0.45,-62.1,-27.6
-6.0,-3.0,6,0.0,ALL,TP+3%/SL-3%,799,46.8,-0.063,-0.46,-91.0,-50.1
-8.0,-6.0,4,999.0,NORMAL+STRONG,TP+3%/SL-3%,877,46.8,-0.063,-0.46,-116.9,-55.7
-8.0,-4.0,5,0.0,NORMAL,引け決済,687,48.2,-0.08,-0.46,-92.2,-55.1
-7.0,-5.0,2,999.0,ALL,TP+5%/SL-3%,2397,44.7,-0.072,-0.46,-213.6,-171.9
-7.0,-4.0,5,2.0,ALL,TP+2%/SL-2%,1632,45.6,-0.049,-0.46,-101.3,-79.3
-8.0,-3.0,3,2.0,NORMAL,TP+3%/SL-3%,4252,46.6,-0.059,-0.46,-285.5,-251.7
-7.0,-3.0,2,2.0,ALL,TP+2%/SL-2%,8062,46.7,-0.047,-0.46,-448.8,-378.2
-6.0,-4.0,6,999.0,ALL,引け決済,910,48.0,-0.08,-0.46,-102.4,-73.0
-6.0,-4.0,5,0.0,NORMAL,TP+5%/SL-3%,441,45.1,-0.072,-0.46,-54.2,-31.6
-7.0,-5.0,2,2.0,ALL,引け決済,2114,47.9,-0.079,-0.46,-207.0,-166.5
-7.0,-6.0,2,999.0,NORMAL+STRONG,TP+5%/SL-5%,816,48.4,-0.081,-0.46,-137.9,-66.4
-7.0,-5.0,3,2.0,ALL,引け決済,1699,47.0,-0.077,-0.46,-169.5,-130.7
-7.0,-3.0,5,0.0,NORMAL,TP+5%/SL-5%,969,47.0,-0.075,-0.46,-103.5,-72.9
-6.0,-3.0,3,999.0,NORMAL,引け決済,3699,47.1,-0.073,-0.46,-308.5,-268.6
-6.0,-4.0,4,0.0,NORMAL,TP+3%/SL-3%,634,47.2,-0.063,-0.47,-68.7,-40.2
-7.0,-5.0,4,999.0,NORMAL,TP+5%/SL-5%,894,46.1,-0.078,-0.47,-110.9,-69.9
-6.0,-4.0,6,999.0,ALL,TP+3%/SL-3%,910,46.4,-0.065,-0.47,-91.2,-59.2
-7.0,-3.0,3,0.0,NORMAL,TP+3%/SL-3%,2100,47.9,-0.062,-0.47,-149.5,-129.6
-6.0,-3.0,4,999.0,NORMAL,TP+2%/SL-2%,2502,45.8,-0.047,-0.47,-149.7,-118.5
-6.0,-5.0,6,999.0,NORMAL+STRONG,TP+5%/SL-3%,309,45.3,-0.073,-0.47,-58.4,-22.5
-6.0,-5.0,5,0.0,NORMAL+STRONG,TP+5%/SL-3%,201,46.3,-0.073,-0.47,-50.7,-14.7
-7.0,-6.0,3,0.0,ALL,TP+5%/SL-3%,372,42.2,-0.075,-0.47,-45.7,-28.0
-8.0,-5.0,5,0.0,NORMAL,TP+5%/SL-5%,409,46.7,-0.085,-0.47,-65.8,-34.7
-8.0,-4.0,3,999.0,ALL,引け決済,4397,46.9,-0.081,-0.47,-467.5,-356.5
-8.0,-3.0,6,0.0,ALL,引け決済,1062,46.9,-0.084,-0.48,-108.6,-89.0
-6.0,-3.0,5,0.0,NORMAL,引け決済,826,47.6,-0.077,-0.48,-82.0,-63.8
-6.0,-3.0,3,999.0,NORMAL,TP+3%/SL-3%,3699,46.5,-0.061,-0.48,-246.5,-225.1
-6.0,-5.0,5,999.0,NORMAL,TP+5%/SL-5%,358,46.4,-0.081,-0.48,-83.9,-28.9
-6.0,-5.0,2,0.0,NORMAL,TP+5%/SL-5%,448,47.8,-0.082,-0.48,-58.9,-36.6
-8.0,-5.0,5,2.0,ALL,TP+5%/SL-3%,1179,44.4,-0.073,-0.48,-131.4,-86.1
-7.0,-6.0,5,2.0,ALL,TP+3%/SL-3%,379,46.4,-0.067,-0.48,-66.9,-25.2
-8.0,-4.0,6,0.0,ALL,引け決済,677,47.0,-0.087,-0.48,-78.9,-58.8
-7.0,-5.0,6,0.0,NORMAL+STRONG,引け決済,242,46.3,-0.084,-0.48,-43.4,-20.2
-8.0,-5.0,4,2.0,NORMAL,引け決済,1067,46.5,-0.08,-0.48,-136.7,-84.9
-8.0,-4.0,3,999.0,NORMAL,TP+5%/SL-3%,2833,44.2,-0.073,-0.48,-236.9,-206.3
-7.0,-4.0,5,0.0,ALL,TP+3%/SL-3%,867,46.1,-0.067,-0.48,-78.9,-57.8
-8.0,-3.0,6,999.0,ALL,TP+5%/SL-3%,2238,45.2,-0.073,-0.49,-246.0,-163.6
-5.0,-3.0,6,0.0,ALL,TP+2%/SL-2%,648,45.2,-0.052,-0.49,-50.7,-33.4
-6.0,-5.0,5,0.0,ALL,引け決済,248,45.6,-0.083,-0.49,-42.2,-20.7
-7.0,-4.0,3,2.0,NORMAL,引け決済,2207,47.1,-0.079,-0.49,-210.4,-174.0
-8.0,-5.0,5,2.0,NORMAL,TP+3%/SL-3%,777,46.2,-0.068,-0.49,-87.9,-52.7
-6.0,-5.0,4,999.0,NORMAL,TP+5%/SL-5%,513,46.6,-0.08,-0.49,-94.2,-41.1
-7.0,-4.0,4,0.0,NORMAL,引け決済,822,48.2,-0.084,-0.49,-96.2,-69.0
-8.0,-5.0,4,2.0,ALL,TP+3%/SL-3%,1622,45.9,-0.067,-0.49,-170.1,-108.4
-7.0,-5.0,4,999.0,ALL,TP+5%/SL-3%,1367,44.1,-0.074,-0.49,-138.2,-101.0
-7.0,-5.0,6,2.0,NORMAL+STRONG,TP+2%/SL-2%,486,47.1,-0.053,-0.49,-54.8,-25.8
-4.0,-3.0,6,0.0,ALL,引け決済,385,46.8,-0.078,-0.49,-56.7,-30.1
-8.0,-3.0,6,2.0,NORMAL,引け決済,1265,47.6,-0.081,-0.49,-136.3,-102.1
-8.0,-4.0,5,999.0,ALL,引け決済,2161,47.1,-0.083,-0.49,-244.7,-179.0
-8.0,-5.0,3,999.0,ALL,TP+5%/SL-5%,2531,46.3,-0.085,-0.49,-286.0,-215.9
-8.0,-6.0,2,0.0,ALL,TP+5%/SL-3%,813,42.4,-0.082,-0.49,-118.3,-66.9
-8.0,-5.0,2,999.0,ALL,TP+5%/SL-5%,3128,46.6,-0.086,-0.49,-372.3,-268.4
-4.0,-3.0,2,999.0,NORMAL,TP+2%/SL-2%,2477,46.5,-0.049,-0.49,-162.6,-121.0
-7.0,-4.0,2,0.0,NORMAL,引け決済,1517,48.5,-0.087,-0.5,-163.4,-131.4
-8.0,-4.0,3,0.0,ALL,TP+3%/SL-3%,2100,46.7,-0.069,-0.5,-162.9,-145.2
-8.0,-6.0,4,0.0,ALL,引け決済,487,46.2,-0.093,-0.5,-69.1,-45.5
-7.0,-5.0,2,2.0,ALL,TP+3%/SL-3%,2114,46.9,-0.068,-0.5,-179.6,-144.3
-7.0,-4.0,2,0.0,NORMAL,TP+3%/SL-3%,1517,47.1,-0.069,-0.5,-129.3,-104.7
-7.0,-6.0,2,2.0,ALL,TP+5%/SL-5%,830,47.3,-0.088,-0.5,-135.1,-72.8
-8.0,-3.0,6,0.0,NORMAL+STRONG,TP+2%/SL-2%,865,45.7,-0.054,-0.5,-55.9,-46.4
-7.0,-4.0,6,2.0,NORMAL,引け決済,694,47.4,-0.085,-0.5,-75.2,-58.7
-6.0,-3.0,6,0.0,ALL,引け決済,799,47.3,-0.084,-0.5,-101.7,-67.4
-7.0,-3.0,5,999.0,ALL,TP+2%/SL-2%,3112,45.6,-0.052,-0.5,-187.8,-161.0
-7.0,-6.0,6,2.0,NORMAL,TP+2%/SL-2%,184,46.7,-0.055,-0.5,-22.8,-10.1
-8.0,-5.0,6,2.0,NORMAL,TP+3%/SL-3%,532,47.2,-0.07,-0.5,-71.5,-37.1
-7.0,-3.0,2,0.0,NORMAL,引け決済,2777,48.6,-0.082,-0.51,-253.3,-226.5
-5.0,-3.0,2,999.0,ALL,TP+2%/SL-2%,6503,46.4,-0.052,-0.51,-426.5,-335.4
-8.0,-3.0,4,999.0,ALL,TP+2%/SL-2%,5087,46.0,-0.053,-0.51,-341.6,-268.1
-7.0,-5.0,4,999.0,NORMAL+STRONG,TP+2%/SL-2%,1170,46.5,-0.053,-0.51,-97.7,-62.6
-7.0,-3.0,2,999.0,NORMAL,TP+3%/SL-3%,5577,46.6,-0.065,-0.51,-400.6,-362.7
-7.0,-3.0,3,2.0,NORMAL,引け決済,3890,47.0,-0.078,-0.51,-340.2,-304.4
-8.0,-6.0,5,2.0,NORMAL,TP+2%/SL-2%,462,47.0,-0.055,-0.51,-49.2,-25.6
-7.0,-6.0,3,999.0,NORMAL+STRONG,TP+5%/SL-5%,675,47.3,-0.087,-0.51,-105.7,-58.9
-7.0,-3.0,6,2.0,NORMAL,TP+5%/SL-5%,1113,46.7,-0.083,-0.51,-125.1,-92.1
-5.0,-4.0,3,2.0,NORMAL,TP+2%/SL-2%,1079,45.7,-0.053,-0.52,-72.6,-57.5
-8.0,-4.0,2,0.0,ALL,引け決済,2643,47.6,-0.093,-0.52,-306.4,-244.8
-8.0,-6.0,3,2.0,ALL,TP+5%/SL-5%,1243,46.0,-0.092,-0.52,-183.8,-114.6
-7.0,-5.0,4,0.0,ALL,TP+5%/SL-3%,642,44.1,-0.08,-0.52,-73.4,-51.1
-8.0,-4.0,6,999.0,NORMAL,TP+3%/SL-3%,936,47.1,-0.073,-0.52,-104.1,-68.3
-8.0,-5.0,3,2.0,ALL,引け決済,2247,46.6,-0.089,-0.52,-291.2,-200.3
-7.0,-5.0,5,0.0,NORMAL+STRONG,TP+3%/SL-3%,368,46.2,-0.075,-0.52,-57.2,-27.7
-6.0,-5.0,4,999.0,ALL,TP+3%/SL-3%,807,46.0,-0.071,-0.52,-138.9,-57.0
-6.0,-5.0,2,2.0,NORMAL,引け決済,824,47.9,-0.087,-0.52,-125.4,-71.7
-6.0,-5.0,2,0.0,NORMAL,引け決済,448,48.2,-0.09,-0.52,-59.9,-40.3
-7.0,-5.0,2,0.0,ALL,TP+5%/SL-3%,1138,44.2,-0.083,-0.52,-117.9,-94.4
-7.0,-5.0,4,2.0,NORMAL,TP+5%/SL-5%,800,45.6,-0.083,-0.52,-97.6,-66.4
-6.0,-4.0,6,0.0,ALL,引け決済,414,47.8,-0.09,-0.52,-57.5,-37.3
-6.0,-5.0,3,999.0,NORMAL,引け決済,727,47.2,-0.089,-0.53,-108.2,-65.0
-8.0,-4.0,2,0.0,ALL,TP+3%/SL-3%,2643,46.5,-0.074,-0.53,-224.5,-195.5
-8.0,-6.0,2,999.0,NORMAL+STRONG,TP+5%/SL-5%,1438,46.9,-0.096,-0.53,-219.0,-138.2
-7.0,-6.0,2,2.0,NORMAL+STRONG,引け決済,715,49.7,-0.09,-0.53,-106.7,-64.7
-7.0,-3.0,6,999.0,ALL,TP+3%/SL-3%,1982,46.4,-0.071,-0.53,-191.4,-141.5
-7.0,-5.0,6,2.0,ALL,TP+5%/SL-5%,578,46.7,-0.088,-0.53,-89.9,-51.1
-8.0,-5.0,2,0.0,ALL,TP+5%/SL-3%,1505,43.5,-0.086,-0.53,-175.1,-129.2
-4.0,-3.0,2,0.0,NORMAL,引け決済,1260,48.7,-0.076,-0.53,-123.4,-95.2
-7.0,-5.0,2,0.0,ALL,引け決済,1138,47.2,-0.097,-0.53,-137.6,-110.3
-8.0,-6.0,5,2.0,ALL,TP+5%/SL-3%,688,44.8,-0.082,-0.53,-76.0,-56.2
-7.0,-6.0,5,2.0,ALL,TP+2%/SL-2%,379,46.2,-0.057,-0.53,-67.5,-21.5
-8.0,-3.0,2,2.0,NORMAL,引け決済,5530,47.4,-0.082,-0.53,-498.4,-454.0
-8.0,-3.0,6,0.0,ALL,TP+5%/SL-5%,1062,46.8,-0.09,-0.53,-129.3,-95.7
-8.0,-4.0,6,999.0,NORMAL+STRONG,TP+2%/SL-2%,1251,46.2,-0.057,-0.53,-104.6,-71.4
-8.0,-5.0,4,999.0,NORMAL,引け決済,1186,46.3,-0.092,-0.54,-162.5,-109.6
-7.0,-4.0,2,999.0,NORMAL+STRONG,TP+2%/SL-2%,4115,46.1,-0.057,-0.54,-265.9,-233.7
-7.0,-6.0,4,999.0,ALL,TP+5%/SL-5%,560,45.4,-0.092,-0.54,-93.5,-51.6
-7.0,-5.0,3,0.0,ALL,TP+5%/SL-5%,913,46.2,-0.094,-0.54,-103.9,-85.8
-7.0,-6.0,6,999.0,NORMAL+STRONG,引け決済,254,47.2,-0.089,-0.54,-63.9,-22.6
-7.0,-3.0,2,999.0,NORMAL,引け決済,5577,47.2,-0.087,-0.54,-525.4,-484.8
-4.0,-3.0,3,999.0,NORMAL,TP+2%/SL-2%,1807,46.1,-0.053,-0.54,-138.8,-95.8
-7.0,-4.0,6,999.0,NORMAL,TP+5%/SL-5%,769,47.7,-0.092,-0.54,-96.1,-70.7
-6.0,-5.0,6,999.0,ALL,引け決済,363,47.1,-0.093,-0.54,-83.3,-33.8
-8.0,-4.0,5,0.0,NORMAL+STRONG,TP+2%/SL-2%,840,45.8,-0.058,-0.54,-63.6,-49.1
-6.0,-4.0,6,999.0,ALL,TP+5%/SL-5%,910,47.7,-0.092,-0.54,-137.1,-84.1
-8.0,-5.0,5,999.0,ALL,TP+5%/SL-5%,1322,46.2,-0.091,-0.54,-181.9,-120.6
-8.0,-3.0,3,2.0,ALL,TP+2%/SL-2%,6733,46.2,-0.055,-0.54,-423.3,-367.8
-7.0,-4.0,3,999.0,NORMAL,引け決済,2425,47.1,-0.091,-0.54,-254.0,-220.5
-4.0,-3.0,3,2.0,NORMAL,引け決済,1683,46.9,-0.077,-0.55,-207.2,-130.4
-8.0,-3.0,3,2.0,NORMAL,引け決済,4252,46.9,-0.085,-0.55,-403.0,-362.8
-8.0,-4.0,2,2.0,NORMAL,TP+3%/SL-3%,3227,46.3,-0.074,-0.55,-287.2,-237.6
-6.0,-3.0,5,0.0,NORMAL,TP+3%/SL-3%,826,46.6,-0.074,-0.55,-71.4,-61.4
-8.0,-3.0,6,2.0,NORMAL,TP+2%/SL-2%,1265,45.7,-0.058,-0.55,-92.2,-73.7
-7.0,-3.0,5,0.0,NORMAL,引け決済,969,47.2,-0.091,-0.55,-102.9,-87.7
-8.0,-5.0,4,0.0,NORMAL,TP+5%/SL-5%,569,46.9,-0.099,-0.55,-86.5,-56.4
-8.0,-5.0,2,999.0,NORMAL+STRONG,TP+3%/SL-3%,2672,46.8,-0.076,-0.55,-267.2,-204.3
-8.0,-3.0,3,0.0,NORMAL,TP+3%/SL-3%,2300,47.7,-0.073,-0.55,-184.1,-168.6
-6.0,-4.0,3,0.0,NORMAL,TP+3%/SL-3%,937,47.4,-0.075,-0.55,-86.9,-70.0
-7.0,-6.0,5,999.0,ALL,引け決済,415,46.3,-0.092,-0.55,-92.0,-38.0
-7.0,-6.0,4,999.0,NORMAL,TP+5%/SL-3%,381,43.3,-0.083,-0.55,-62.1,-31.6
-8.0,-4.0,3,2.0,NORMAL,引け決済,2569,46.9,-0.09,-0.55,-286.8,-232.4
-7.0,-3.0,6,0.0,ALL,引け決済,944,46.6,-0.094,-0.55,-95.0,-88.9
-6.0,-3.0,4,0.0,NORMAL,TP+2%/SL-2%,1242,46.2,-0.056,-0.55,-96.0,-69.2
-8.0,-3.0,4,0.0,ALL,TP+2%/SL-2%,2399,46.2,-0.057,-0.55,-170.2,-136.1
-7.0,-5.0,5,999.0,NORMAL+STRONG,TP+2%/SL-2%,837,45.8,-0.059,-0.55,-80.4,-49.2
-8.0,-5.0,4,999.0,NORMAL,TP+5%/SL-3%,1186,43.8,-0.084,-0.55,-140.5,-99.6
-6.0,-5.0,6,2.0,NORMAL,引け決済,196,46.4,-0.089,-0.55,-44.4,-17.4
-6.0,-3.0,6,999.0,ALL,引け決済,1686,47.4,-0.091,-0.55,-223.5,-152.8
-8.0,-6.0,2,2.0,NORMAL+STRONG,TP+3%/SL-3%,1254,47.2,-0.077,-0.55,-153.7,-96.5
-7.0,-4.0,3,0.0,NORMAL,引け決済,1197,48.2,-0.094,-0.55,-134.8,-112.3
-7.0,-4.0,3,2.0,NORMAL,TP+3%/SL-3%,2207,46.2,-0.072,-0.55,-187.0,-158.8
-5.0,-3.0,6,999.0,ALL,引け決済,1323,47.5,-0.09,-0.55,-154.3,-119.0
-7.0,-4.0,2,999.0,ALL,TP+3%/SL-3%,4812,46.2,-0.074,-0.55,-394.8,-356.0
-7.0,-6.0,5,2.0,NORMAL,TP+2%/SL-2%,263,46.4,-0.059,-0.55,-37.8,-15.4
-5.0,-4.0,3,2.0,ALL,TP+2%/SL-2%,1698,45.8,-0.057,-0.56,-123.3,-97.1
-8.0,-4.0,2,999.0,NORMAL,TP+5%/SL-3%,3580,43.9,-0.085,-0.56,-351.6,-306.0
-6.0,-4.0,5,0.0,NORMAL,TP+5%/SL-5%,441,48.1,-0.097,-0.56,-64.4,-42.7
-7.0,-3.0,6,999.0,ALL,TP+5%/SL-5%,1982,47.0,-0.091,-0.56,-253.5,-180.6
-4.0,-3.0,6,0.0,ALL,TP+2%/SL-2%,385,45.2,-0.058,-0.56,-41.9,-22.3
-8.0,-6.0,2,999.0,NORMAL+STRONG,TP+5%/SL-3%,1438,44.0,-0.09,-0.56,-199.4,-129.7
-4.0,-3.0,5,2.0,NORMAL,引け決済,704,45.7,-0.08,-0.56,-80.0,-56.4
-5.0,-4.0,2,0.0,ALL,TP+2%/SL-2%,1138,46.3,-0.059,-0.56,-98.0,-66.7
-7.0,-6.0,2,999.0,ALL,TP+5%/SL-3%,936,44.4,-0.088,-0.56,-128.8,-82.5
-6.0,-4.0,5,0.0,NORMAL,引け決済,441,48.8,-0.096,-0.56,-54.8,-42.5
-6.0,-4.0,3,999.0,NORMAL,TP+3%/SL-3%,1892,46.2,-0.073,-0.56,-163.3,-139.0
-7.0,-5.0,2,2.0,NORMAL,TP+5%/SL-5%,1403,47.2,-0.094,-0.56,-169.8,-131.4
-7.0,-6.0,4,0.0,ALL,引け決済,268,45.9,-0.106,-0.57,-52.5,-28.3
-7.0,-3.0,4,999.0,NORMAL,TP+2%/SL-2%,2883,45.7,-0.058,-0.57,-203.0,-166.7
-4.0,-3.0,6,0.0,NORMAL,TP+3%/SL-3%,238,46.6,-0.076,-0.57,-36.3,-18.0
-8.0,-6.0,5,999.0,STRONG,TP+3%/SL-3%,151,47.7,-0.078,-0.57,-35.1,-11.8
-7.0,-6.0,5,999.0,NORMAL,TP+3%/SL-3%,281,45.6,-0.079,-0.57,-46.7,-22.3
-8.0,-5.0,3,0.0,ALL,TP+5%/SL-3%,1218,43.3,-0.091,-0.57,-136.7,-110.8
-5.0,-3.0,6,999.0,NORMAL,TP+5%/SL-5%,798,46.9,-0.092,-0.57,-91.0,-73.1
-6.0,-3.0,3,999.0,ALL,TP+2%/SL-2%,6028,46.1,-0.058,-0.57,-494.8,-347.1
-6.0,-4.0,6,2.0,ALL,TP+2%/SL-2%,802,45.3,-0.061,-0.57,-66.7,-48.5
-7.0,-5.0,3,0.0,ALL,引け決済,913,46.4,-0.103,-0.57,-115.8,-94.2
-7.0,-4.0,5,0.0,NORMAL,TP+5%/SL-5%,584,47.3,-0.099,-0.57,-78.8,-58.0
-6.0,-3.0,5,0.0,ALL,TP+2%/SL-2%,1287,45.4,-0.06,-0.57,-90.9,-77.2
-8.0,-6.0,5,999.0,STRONG,TP+2%/SL-2%,151,45.7,-0.063,-0.58,-31.0,-9.6
-8.0,-5.0,3,0.0,ALL,引け決済,1218,46.4,-0.107,-0.58,-165.3,-130.3
-6.0,-5.0,2,0.0,ALL,TP+5%/SL-3%,692,44.8,-0.09,-0.58,-99.5,-62.3
-8.0,-6.0,4,0.0,NORMAL,引け決済,328,46.6,-0.107,-0.58,-55.3,-35.2
-8.0,-4.0,6,999.0,NORMAL,引け決済,936,48.4,-0.102,-0.58,-124.3,-95.1
-8.0,-3.0,6,999.0,ALL,TP+5%/SL-5%,2238,47.3,-0.095,-0.58,-302.6,-212.3
-8.0,-5.0,2,2.0,NORMAL,TP+5%/SL-5%,1831,46.7,-0.1,-0.58,-246.3,-182.9
-7.0,-3.0,3,999.0,NORMAL,引け決済,4232,46.8,-0.093,-0.58,-429.8,-394.7
-7.0,-6.0,4,2.0,ALL,引け決済,500,46.4,-0.097,-0.58,-88.5,-48.6
-7.0,-4.0,3,999.0,ALL,TP+3%/SL-3%,3775,46.2,-0.078,-0.58,-337.4,-294.4
-7.0,-5.0,4,999.0,NORMAL,引け決済,894,46.1,-0.099,-0.58,-129.1,-88.3
-8.0,-4.0,2,999.0,ALL,引け決済,5543,46.7,-0.101,-0.58,-665.6,-561.6
-6.0,-4.0,4,999.0,ALL,TP+2%/SL-2%,2050,45.4,-0.06,-0.58,-183.7,-123.4
-8.0,-4.0,6,0.0,ALL,TP+5%/SL-3%,677,43.6,-0.092,-0.58,-88.5,-62.5
-6.0,-5.0,5,2.0,NORMAL,引け決済,315,45.1,-0.09,-0.58,-55.7,-28.4
-8.0,-4.0,3,2.0,NORMAL,TP+3%/SL-3%,2569,46.2,-0.078,-0.58,-233.6,-199.9
-8.0,-6.0,3,2.0,ALL,TP+5%/SL-3%,1243,43.4,-0.091,-0.58,-166.5,-113.3
-8.0,-3.0,6,999.0,NORMAL,TP+5%/SL-3%,1390,45.0,-0.086,-0.58,-158.1,-119.9
-7.0,-5.0,3,2.0,ALL,TP+3%/SL-3%,1699,46.4,-0.08,-0.59,-166.5,-136.0
-8.0,-4.0,3,999.0,NORMAL+STRONG,TP+2%/SL-2%,3767,46.0,-0.062,-0.59,-277.7,-233.4
-5.0,-3.0,6,0.0,NORMAL,TP+3%/SL-3%,409,46.9,-0.081,-0.59,-43.0,-33.3
-7.0,-4.0,6,0.0,ALL,引け決済,559,46.5,-0.105,-0.59,-74.0,-58.8
-8.0,-5.0,6,2.0,NORMAL,TP+5%/SL-3%,532,45.9,-0.088,-0.59,-72.3,-46.9
-8.0,-5.0,6,0.0,ALL,引け決済,414,45.9,-0.105,-0.59,-71.3,-43.6
-8.0,-6.0,6,2.0,ALL,引け決済,498,48.2,-0.102,-0.59,-77.5,-50.9
-8.0,-3.0,6,999.0,ALL,TP+3%/SL-3%,2238,46.5,-0.08,-0.59,-226.3,-179.6
-7.0,-5.0,4,2.0,NORMAL,TP+5%/SL-3%,800,43.8,-0.086,-0.59,-93.0,-69.1
-7.0,-3.0,3,0.0,NORMAL,引け決済,2100,48.4,-0.094,-0.59,-217.1,-196.9
-6.0,-3.0,6,0.0,ALL,TP+5%/SL-5%,799,47.1,-0.099,-0.59,-112.8,-79.0
-8.0,-4.0,2,2.0,NORMAL,引け決済,3227,47.1,-0.098,-0.59,-368.6,-316.6
-8.0,-6.0,6,2.0,ALL,TP+5%/SL-5%,498,48.2,-0.099,-0.59,-72.8,-49.2
-7.0,-3.0,3,999.0,NORMAL,TP+3%/SL-3%,4232,46.2,-0.076,-0.59,-355.3,-323.7
-6.0,-4.0,2,999.0,NORMAL,TP+3%/SL-3%,2463,45.9,-0.078,-0.59,-223.7,-193.2
-7.0,-3.0,6,999.0,NORMAL,TP+5%/SL-3%,1223,44.6,-0.088,-0.6,-141.9,-107.8
-6.0,-5.0,4,0.0,ALL,TP+5%/SL-3%,374,44.9,-0.09,-0.6,-78.9,-33.8
-7.0,-4.0,6,0.0,ALL,TP+5%/SL-3%,559,43.5,-0.095,-0.6,-69.7,-53.0
-8.0,-5.0,4,999.0,ALL,TP+5%/SL-3%,1823,43.6,-0.092,-0.6,-229.3,-167.4
-8.0,-4.0,6,0.0,ALL,TP+5%/SL-5%,677,46.7,-0.108,-0.6,-92.1,-72.9
-8.0,-5.0,6,0.0,NORMAL+STRONG,TP+5%/SL-3%,339,44.2,-0.096,-0.6,-69.0,-32.6
-7.0,-5.0,3,999.0,ALL,引け決済,1909,46.7,-0.104,-0.6,-233.6,-199.0
-8.0,-6.0,5,999.0,NORMAL+STRONG,TP+3%/SL-3%,653,46.9,-0.085,-0.6,-91.7,-55.4
-5.0,-4.0,6,0.0,NORMAL,TP+5%/SL-5%,171,48.5,-0.109,-0.6,-37.1,-18.6
-8.0,-5.0,4,2.0,NORMAL,TP+3%/SL-3%,1067,45.8,-0.081,-0.6,-130.6,-86.9
-8.0,-4.0,5,0.0,ALL,TP+3%/SL-3%,1031,45.9,-0.084,-0.6,-107.0,-86.6
-7.0,-6.0,2,2.0,NORMAL+STRONG,TP+2%/SL-2%,715,47.1,-0.064,-0.6,-77.7,-45.9
-6.0,-3.0,6,999.0,NORMAL,TP+3%/SL-3%,1027,46.3,-0.081,-0.6,-111.0,-83.1
-7.0,-6.0,5,999.0,ALL,TP+5%/SL-3%,415,43.9,-0.091,-0.6,-70.3,-37.8
-8.0,-6.0,5,999.0,NORMAL,TP+3%/SL-3%,502,46.6,-0.087,-0.61,-77.0,-43.6
-8.0,-3.0,2,999.0,NORMAL,TP+3%/SL-3%,6057,46.3,-0.08,-0.61,-524.1,-482.4
-6.0,-5.0,2,999.0,NORMAL,引け決済,940,47.6,-0.109,-0.61,-160.0,-102.4
-8.0,-6.0,2,0.0,NORMAL+STRONG,引け決済,664,47.6,-0.123,-0.61,-136.4,-81.6
-7.0,-4.0,6,999.0,ALL,TP+5%/SL-3%,1206,44.4,-0.093,-0.61,-131.9,-112.7
-8.0,-5.0,5,2.0,ALL,TP+3%/SL-3%,1179,45.6,-0.085,-0.61,-150.4,-100.3
-7.0,-6.0,5,0.0,NORMAL,TP+5%/SL-5%,143,44.8,-0.107,-0.61,-37.5,-15.3
-7.0,-4.0,6,2.0,ALL,TP+2%/SL-2%,1072,45.5,-0.065,-0.61,-84.2,-69.8
-6.0,-3.0,2,0.0,ALL,TP+2%/SL-2%,3794,46.6,-0.063,-0.61,-265.4,-238.8
-7.0,-6.0,3,2.0,NORMAL+STRONG,TP+2%/SL-2%,597,47.1,-0.065,-0.61,-63.2,-38.6
-7.0,-6.0,4,2.0,NORMAL,引け決済,348,46.0,-0.104,-0.62,-69.7,-36.1
-7.0,-6.0,2,999.0,NORMAL+STRONG,TP+3%/SL-3%,816,47.5,-0.086,-0.62,-107.2,-70.5
