drop_lo,drop_hi,rb_min,gap_max,condition,exit,n,wr,avg,sharpe,max_dd,cum
-6.0,-5.0,3,999.0,NORMAL,TP+5%/SL-5%,727,46.9,-0.104,-0.62,-113.3,-75.3
-8.0,-5.0,5,0.0,NORMAL,引け決済,409,46.5,-0.111,-0.62,-77.3,-45.5
-6.0,-5.0,3,999.0,NORMAL+STRONG,TP+2%/SL-2%,959,46.0,-0.065,-0.62,-115.5,-62.6
-8.0,-5.0,3,2.0,NORMAL+STRONG,TP+2%/SL-2%,1897,46.2,-0.065,-0.62,-161.1,-124.0
-7.0,-4.0,6,999.0,ALL,引け決済,1206,47.3,-0.107,-0.62,-166.2,-128.7
-8.0,-4.0,3,999.0,NORMAL,引け決済,2833,46.7,-0.105,-0.62,-350.8,-298.7
-6.0,-5.0,5,2.0,NORMAL,TP+5%/SL-5%,315,45.4,-0.097,-0.62,-67.6,-30.7
-5.0,-4.0,6,0.0,NORMAL,TP+3%/SL-3%,171,47.4,-0.089,-0.62,-34.5,-15.3
-8.0,-6.0,4,999.0,NORMAL,引け決済,673,46.1,-0.105,-0.62,-115.5,-70.5
-7.0,-5.0,3,999.0,ALL,TP+5%/SL-3%,1909,44.1,-0.095,-0.62,-208.1,-181.2
-8.0,-4.0,4,0.0,NORMAL,TP+3%/SL-3%,962,46.7,-0.087,-0.62,-118.5,-83.5
-7.0,-6.0,3,2.0,ALL,TP+5%/SL-3%,695,44.0,-0.096,-0.63,-100.8,-66.5
-7.0,-4.0,6,999.0,NORMAL,TP+3%/SL-3%,769,46.3,-0.087,-0.63,-101.1,-67.0
-8.0,-3.0,3,999.0,NORMAL,引け決済,4640,46.6,-0.102,-0.63,-507.3,-472.9
-8.0,-5.0,5,999.0,NORMAL,TP+5%/SL-3%,860,44.1,-0.097,-0.63,-112.7,-83.6
-8.0,-6.0,3,999.0,NORMAL+STRONG,引け決済,1207,47.1,-0.113,-0.63,-212.9,-136.2
-8.0,-3.0,2,999.0,NORMAL,引け決済,6057,46.9,-0.102,-0.63,-664.3,-618.2
-6.0,-5.0,4,2.0,NORMAL,TP+5%/SL-5%,452,45.6,-0.099,-0.63,-82.8,-44.8
-8.0,-5.0,4,999.0,ALL,引け決済,1823,46.0,-0.108,-0.63,-276.1,-197.6
-7.0,-4.0,5,0.0,NORMAL,TP+5%/SL-3%,584,44.3,-0.097,-0.63,-78.6,-56.8
-8.0,-3.0,2,2.0,ALL,TP+2%/SL-2%,8704,46.1,-0.064,-0.63,-581.0,-561.2
-8.0,-5.0,5,0.0,ALL,TP+5%/SL-3%,616,43.3,-0.1,-0.63,-92.5,-61.4
-8.0,-6.0,5,2.0,ALL,引け決済,688,46.9,-0.108,-0.63,-114.3,-74.3
-6.0,-4.0,4,0.0,ALL,TP+2%/SL-2%,960,45.3,-0.066,-0.63,-83.5,-63.6
-8.0,-3.0,6,999.0,NORMAL,TP+3%/SL-3%,1390,46.5,-0.086,-0.63,-158.2,-119.1
-7.0,-3.0,6,999.0,ALL,引け決済,1982,47.1,-0.105,-0.63,-236.3,-208.5
-5.0,-3.0,6,999.0,NORMAL,TP+2%/SL-2%,798,44.5,-0.065,-0.63,-63.2,-52.1
-8.0,-6.0,2,2.0,ALL,TP+5%/SL-5%,1472,46.1,-0.113,-0.64,-234.4,-166.7
-7.0,-6.0,2,0.0,NORMAL+STRONG,引け決済,371,48.2,-0.121,-0.64,-69.3,-45.0
-6.0,-3.0,6,2.0,NORMAL,引け決済,929,47.0,-0.103,-0.64,-125.7,-95.7
-8.0,-3.0,3,999.0,NORMAL,TP+3%/SL-3%,4640,46.1,-0.084,-0.64,-420.9,-388.3
-8.0,-3.0,2,0.0,NORMAL,引け決済,3019,48.2,-0.105,-0.64,-340.8,-316.2
-8.0,-5.0,6,999.0,NORMAL+STRONG,TP+5%/SL-3%,788,45.9,-0.098,-0.64,-124.9,-77.0
-7.0,-3.0,6,0.0,ALL,TP+5%/SL-5%,944,46.4,-0.108,-0.64,-116.6,-101.7
-8.0,-3.0,6,999.0,NORMAL,TP+5%/SL-5%,1390,47.3,-0.105,-0.64,-184.6,-146.1
-7.0,-5.0,4,2.0,NORMAL,引け決済,800,45.8,-0.104,-0.64,-114.1,-83.1
-5.0,-3.0,3,999.0,NORMAL,TP+2%/SL-2%,2972,45.6,-0.064,-0.64,-211.9,-191.1
-6.0,-3.0,3,2.0,NORMAL,TP+2%/SL-2%,3403,45.7,-0.065,-0.65,-253.4,-222.5
-8.0,-4.0,5,999.0,ALL,TP+3%/SL-3%,2161,45.8,-0.089,-0.65,-237.8,-192.1
-4.0,-3.0,3,0.0,NORMAL,引け決済,903,48.7,-0.094,-0.65,-132.9,-84.6
-7.0,-3.0,6,2.0,NORMAL,TP+2%/SL-2%,1113,45.1,-0.068,-0.65,-93.5,-75.9
-7.0,-4.0,2,999.0,NORMAL,引け決済,3100,47.0,-0.111,-0.65,-381.6,-344.5
-8.0,-4.0,4,2.0,ALL,TP+2%/SL-2%,2754,45.2,-0.068,-0.65,-224.7,-187.4
-7.0,-3.0,3,0.0,ALL,TP+2%/SL-2%,3232,46.4,-0.067,-0.65,-234.4,-216.9
-6.0,-5.0,4,2.0,NORMAL,引け決済,452,45.6,-0.104,-0.65,-69.5,-47.0
-8.0,-5.0,2,2.0,ALL,引け決済,2756,47.0,-0.113,-0.65,-402.1,-311.3
-4.0,-3.0,3,999.0,NORMAL,引け決済,1807,46.5,-0.096,-0.66,-237.7,-174.2
-5.0,-4.0,2,2.0,NORMAL,TP+2%/SL-2%,1396,45.6,-0.067,-0.66,-105.9,-93.5
-7.0,-5.0,5,2.0,NORMAL,TP+5%/SL-3%,578,43.8,-0.097,-0.66,-89.1,-55.9
-8.0,-4.0,3,0.0,NORMAL,引け決済,1397,47.7,-0.116,-0.66,-187.3,-161.7
-5.0,-3.0,6,2.0,NORMAL,引け決済,733,47.2,-0.107,-0.66,-94.1,-78.3
-8.0,-3.0,3,0.0,NORMAL,引け決済,2300,48.1,-0.107,-0.66,-264.5,-246.3
-7.0,-5.0,5,999.0,ALL,TP+5%/SL-3%,976,43.6,-0.1,-0.66,-139.4,-97.6
-8.0,-5.0,3,999.0,ALL,引け決済,2531,46.3,-0.116,-0.66,-393.9,-294.6
-6.0,-5.0,3,0.0,ALL,TP+5%/SL-5%,541,47.0,-0.11,-0.66,-98.6,-59.4
-7.0,-4.0,5,0.0,NORMAL,引け決済,584,47.8,-0.114,-0.66,-78.9,-66.4
-4.0,-3.0,6,999.0,ALL,引け決済,776,46.8,-0.103,-0.66,-135.5,-79.8
-7.0,-6.0,3,2.0,ALL,TP+5%/SL-5%,695,46.0,-0.113,-0.66,-127.1,-78.5
-6.0,-3.0,2,2.0,NORMAL,TP+2%/SL-2%,4523,46.0,-0.066,-0.66,-322.4,-300.7
-7.0,-6.0,6,2.0,NORMAL+STRONG,TP+5%/SL-3%,228,46.1,-0.1,-0.66,-44.2,-22.8
-7.0,-3.0,6,2.0,NORMAL,引け決済,1113,46.6,-0.109,-0.67,-151.5,-121.7
-8.0,-5.0,6,2.0,ALL,TP+3%/SL-3%,806,46.7,-0.094,-0.67,-114.4,-75.4
-8.0,-5.0,6,999.0,NORMAL,引け決済,592,47.5,-0.115,-0.67,-104.1,-67.8
-8.0,-6.0,3,0.0,ALL,引け決済,677,45.6,-0.13,-0.67,-109.6,-88.0
-6.0,-4.0,6,999.0,NORMAL,引け決済,573,48.7,-0.118,-0.67,-78.2,-67.4
-8.0,-5.0,5,999.0,ALL,引け決済,1322,46.1,-0.117,-0.67,-224.4,-154.1
-4.0,-3.0,6,0.0,NORMAL,TP+5%/SL-3%,238,44.5,-0.094,-0.67,-48.2,-22.5
-8.0,-3.0,6,999.0,ALL,引け決済,2238,47.4,-0.113,-0.67,-292.8,-252.6
-7.0,-6.0,4,999.0,NORMAL+STRONG,TP+2%/SL-2%,486,46.5,-0.072,-0.67,-52.7,-34.8
-7.0,-4.0,4,0.0,NORMAL,TP+3%/SL-3%,822,46.4,-0.092,-0.67,-105.9,-75.4
-8.0,-5.0,6,2.0,ALL,TP+5%/SL-3%,806,45.3,-0.101,-0.67,-115.8,-81.3
-8.0,-4.0,5,2.0,NORMAL,TP+2%/SL-2%,1265,45.5,-0.072,-0.68,-115.7,-91.0
-8.0,-4.0,3,999.0,ALL,TP+3%/SL-3%,4397,45.9,-0.093,-0.68,-433.9,-406.9
-6.0,-5.0,5,0.0,NORMAL+STRONG,TP+3%/SL-3%,201,46.3,-0.097,-0.68,-52.9,-19.4
-8.0,-5.0,3,999.0,ALL,TP+5%/SL-3%,2531,43.5,-0.105,-0.68,-311.1,-265.9
-6.0,-5.0,3,999.0,ALL,TP+3%/SL-3%,1135,46.1,-0.093,-0.68,-178.6,-105.3
-6.0,-3.0,6,2.0,NORMAL,TP+2%/SL-2%,929,44.8,-0.071,-0.68,-80.4,-65.8
-4.0,-3.0,6,0.0,NORMAL,TP+2%/SL-2%,238,43.7,-0.07,-0.68,-26.7,-16.6
-8.0,-5.0,2,0.0,ALL,引け決済,1505,46.6,-0.128,-0.68,-245.0,-192.7
-7.0,-5.0,4,999.0,NORMAL,TP+5%/SL-3%,894,43.5,-0.102,-0.68,-122.7,-90.8
-8.0,-3.0,4,999.0,NORMAL,TP+2%/SL-2%,3175,45.4,-0.069,-0.68,-262.4,-219.8
-6.0,-5.0,2,2.0,NORMAL,TP+5%/SL-3%,824,44.7,-0.102,-0.68,-132.2,-84.4
-8.0,-4.0,6,999.0,ALL,引け決済,1462,47.7,-0.118,-0.68,-210.9,-172.8
-7.0,-6.0,2,2.0,ALL,TP+3%/SL-3%,830,47.0,-0.095,-0.68,-104.3,-79.2
-7.0,-6.0,2,999.0,ALL,TP+5%/SL-5%,936,46.8,-0.122,-0.68,-161.4,-114.1
-7.0,-3.0,6,0.0,ALL,TP+3%/SL-3%,944,46.0,-0.093,-0.68,-101.2,-88.2
-8.0,-6.0,3,2.0,NORMAL,TP+5%/SL-5%,849,45.7,-0.119,-0.68,-153.0,-101.3
-8.0,-4.0,6,2.0,ALL,TP+2%/SL-2%,1300,45.5,-0.073,-0.68,-107.1,-95.2
-5.0,-3.0,6,0.0,NORMAL,TP+2%/SL-2%,409,44.3,-0.073,-0.69,-40.6,-29.8
-7.0,-6.0,6,999.0,NORMAL,TP+2%/SL-2%,196,45.9,-0.075,-0.69,-28.2,-14.8
-6.0,-3.0,2,0.0,NORMAL,TP+2%/SL-2%,2464,46.4,-0.071,-0.69,-194.5,-174.3
-8.0,-6.0,2,2.0,NORMAL+STRONG,引け決済,1254,47.8,-0.122,-0.69,-236.8,-153.1
-8.0,-6.0,2,2.0,ALL,TP+5%/SL-3%,1472,43.4,-0.11,-0.69,-203.2,-161.9
-7.0,-5.0,6,2.0,NORMAL,引け決済,380,45.5,-0.114,-0.69,-71.9,-43.4
-7.0,-4.0,6,999.0,ALL,TP+5%/SL-5%,1206,46.9,-0.118,-0.69,-165.7,-142.5
-7.0,-5.0,2,999.0,ALL,引け決済,2397,47.4,-0.123,-0.69,-333.7,-295.8
-8.0,-3.0,5,0.0,NORMAL,TP+3%/SL-3%,1072,46.2,-0.095,-0.69,-112.2,-101.8
-6.0,-3.0,5,999.0,NORMAL,TP+2%/SL-2%,1643,44.4,-0.07,-0.69,-135.2,-115.3
-7.0,-4.0,6,999.0,NORMAL,引け決済,769,47.7,-0.122,-0.7,-116.0,-93.6
-4.0,-3.0,6,2.0,NORMAL,TP+5%/SL-5%,419,45.6,-0.105,-0.7,-84.1,-44.0
-7.0,-3.0,5,999.0,NORMAL,TP+2%/SL-2%,1924,44.6,-0.072,-0.7,-167.6,-138.7
-8.0,-4.0,6,999.0,ALL,TP+5%/SL-3%,1462,44.7,-0.107,-0.7,-176.2,-156.4
-8.0,-5.0,4,0.0,NORMAL,TP+5%/SL-3%,569,43.8,-0.113,-0.7,-93.2,-64.1
-7.0,-3.0,5,0.0,NORMAL,TP+3%/SL-3%,969,46.0,-0.095,-0.7,-102.1,-91.8
-7.0,-5.0,2,2.0,NORMAL,TP+5%/SL-3%,1403,44.5,-0.106,-0.7,-174.7,-148.9
-7.0,-6.0,4,999.0,ALL,TP+5%/SL-3%,560,43.2,-0.107,-0.7,-80.2,-59.7
-8.0,-4.0,6,999.0,ALL,TP+5%/SL-5%,1462,47.5,-0.119,-0.7,-218.1,-174.2
-8.0,-5.0,3,2.0,NORMAL,TP+5%/SL-5%,1490,46.0,-0.117,-0.7,-217.4,-174.8
-7.0,-6.0,6,999.0,NORMAL+STRONG,TP+5%/SL-5%,254,46.9,-0.116,-0.7,-65.9,-29.4
-8.0,-6.0,6,0.0,NORMAL,TP+5%/SL-5%,181,44.8,-0.128,-0.7,-43.3,-23.2
-8.0,-6.0,6,999.0,NORMAL,TP+3%/SL-3%,363,47.1,-0.099,-0.7,-66.2,-36.1
-7.0,-4.0,3,0.0,NORMAL,TP+3%/SL-3%,1197,46.5,-0.097,-0.71,-131.8,-116.1
-7.0,-6.0,6,0.0,NORMAL+STRONG,引け決済,120,43.3,-0.13,-0.71,-45.7,-15.6
-8.0,-4.0,2,0.0,NORMAL,引け決済,1759,47.9,-0.126,-0.71,-254.8,-221.0
-7.0,-6.0,6,999.0,NORMAL+STRONG,TP+2%/SL-2%,254,46.9,-0.077,-0.71,-38.4,-19.7
-8.0,-4.0,5,2.0,ALL,TP+2%/SL-2%,1941,45.0,-0.075,-0.71,-169.9,-145.8
-4.0,-3.0,5,999.0,NORMAL,引け決済,757,45.3,-0.105,-0.71,-103.4,-79.8
-6.0,-5.0,2,999.0,ALL,TP+3%/SL-3%,1461,45.9,-0.099,-0.71,-228.7,-144.1
-7.0,-5.0,4,999.0,ALL,TP+3%/SL-3%,1367,45.6,-0.097,-0.71,-169.3,-132.9
-5.0,-4.0,6,0.0,NORMAL,TP+2%/SL-2%,171,45.0,-0.077,-0.71,-21.4,-13.2
-8.0,-5.0,2,999.0,ALL,TP+5%/SL-3%,3128,43.5,-0.111,-0.71,-416.4,-348.6
-8.0,-5.0,3,2.0,ALL,TP+3%/SL-3%,2247,45.9,-0.098,-0.71,-260.5,-219.1
-6.0,-5.0,3,2.0,NORMAL,TP+5%/SL-5%,641,46.5,-0.115,-0.71,-101.0,-73.5
-7.0,-3.0,6,999.0,NORMAL,TP+3%/SL-3%,1223,46.0,-0.096,-0.71,-157.2,-117.8
-6.0,-3.0,2,999.0,ALL,TP+2%/SL-2%,7964,45.8,-0.072,-0.71,-666.5,-571.6
-8.0,-6.0,4,999.0,ALL,TP+5%/SL-5%,1016,45.1,-0.122,-0.71,-172.3,-124.2
-6.0,-5.0,5,999.0,ALL,TP+5%/SL-3%,561,43.5,-0.107,-0.71,-122.6,-59.8
-7.0,-5.0,2,999.0,NORMAL,TP+5%/SL-5%,1577,46.8,-0.125,-0.72,-243.5,-197.6
-6.0,-3.0,6,999.0,NORMAL,TP+5%/SL-5%,1027,46.9,-0.119,-0.72,-155.0,-121.8
-8.0,-4.0,2,0.0,NORMAL,TP+3%/SL-3%,1759,46.6,-0.101,-0.72,-203.7,-177.7
-5.0,-3.0,2,999.0,NORMAL,TP+2%/SL-2%,4000,45.7,-0.072,-0.72,-308.2,-288.0
-8.0,-6.0,3,2.0,NORMAL,TP+5%/SL-3%,849,43.3,-0.111,-0.72,-146.6,-94.6
-7.0,-3.0,3,999.0,ALL,TP+2%/SL-2%,6802,45.7,-0.073,-0.72,-553.3,-498.6
-8.0,-3.0,6,0.0,ALL,TP+3%/SL-3%,1062,45.9,-0.101,-0.72,-121.7,-106.9
-7.0,-3.0,5,0.0,ALL,TP+2%/SL-2%,1491,45.1,-0.076,-0.72,-122.9,-112.9
-8.0,-6.0,5,999.0,ALL,TP+5%/SL-5%,761,45.9,-0.123,-0.72,-129.7,-93.9
-6.0,-5.0,5,999.0,NORMAL+STRONG,TP+2%/SL-2%,480,44.8,-0.077,-0.72,-75.9,-36.8
-7.0,-6.0,6,2.0,ALL,TP+2%/SL-2%,270,46.3,-0.079,-0.72,-53.5,-21.3
-7.0,-6.0,2,2.0,NORMAL,TP+5%/SL-3%,579,44.4,-0.111,-0.73,-94.7,-64.5
-7.0,-4.0,2,999.0,NORMAL,TP+3%/SL-3%,3100,45.7,-0.098,-0.73,-342.8,-302.5
-7.0,-6.0,5,0.0,ALL,TP+3%/SL-3%,204,45.1,-0.105,-0.73,-41.4,-21.5
-7.0,-4.0,5,2.0,NORMAL,TP+2%/SL-2%,1066,45.0,-0.076,-0.73,-105.8,-80.8
-7.0,-5.0,5,999.0,NORMAL,TP+5%/SL-3%,639,43.3,-0.11,-0.73,-97.2,-70.6
-7.0,-3.0,6,999.0,NORMAL,TP+5%/SL-5%,1223,46.6,-0.121,-0.73,-186.8,-148.0
-7.0,-6.0,3,0.0,ALL,引け決済,372,45.2,-0.139,-0.73,-70.1,-51.8
-8.0,-4.0,6,2.0,NORMAL,TP+2%/SL-2%,846,45.7,-0.078,-0.73,-80.2,-66.1
-6.0,-3.0,3,0.0,NORMAL,TP+2%/SL-2%,1840,46.2,-0.074,-0.73,-154.3,-136.6
-8.0,-5.0,6,999.0,NORMAL,TP+5%/SL-5%,592,47.8,-0.123,-0.73,-105.3,-73.0
-7.0,-4.0,3,999.0,NORMAL,TP+3%/SL-3%,2425,45.8,-0.098,-0.74,-265.5,-237.6
-6.0,-4.0,4,2.0,NORMAL,TP+2%/SL-2%,1175,44.9,-0.075,-0.74,-114.0,-88.2
-6.0,-4.0,3,2.0,ALL,TP+2%/SL-2%,2702,45.3,-0.076,-0.74,-253.7,-204.6
-8.0,-3.0,5,999.0,ALL,TP+2%/SL-2%,3458,45.0,-0.077,-0.74,-296.1,-266.8
-8.0,-6.0,4,0.0,ALL,TP+3%/SL-3%,487,45.2,-0.107,-0.74,-69.0,-51.9
-8.0,-5.0,3,999.0,NORMAL,TP+5%/SL-5%,1668,45.9,-0.128,-0.74,-253.2,-213.0
-5.0,-4.0,2,2.0,ALL,TP+2%/SL-2%,2181,45.4,-0.076,-0.74,-189.8,-165.5
-6.0,-3.0,6,999.0,ALL,TP+2%/SL-2%,1686,45.0,-0.078,-0.74,-159.2,-131.6
-8.0,-5.0,6,0.0,ALL,TP+5%/SL-5%,414,46.1,-0.131,-0.74,-79.0,-54.4
-8.0,-5.0,4,999.0,NORMAL+STRONG,TP+2%/SL-2%,1561,45.5,-0.08,-0.75,-174.9,-125.0
-8.0,-5.0,4,0.0,NORMAL,引け決済,569,46.7,-0.135,-0.75,-103.5,-77.0
-8.0,-5.0,4,0.0,ALL,TP+3%/SL-3%,861,45.5,-0.106,-0.75,-116.9,-91.6
-8.0,-6.0,6,999.0,NORMAL+STRONG,TP+5%/SL-3%,479,46.3,-0.114,-0.75,-87.3,-54.5
-8.0,-5.0,2,999.0,NORMAL,TP+5%/SL-5%,2057,46.2,-0.132,-0.75,-335.3,-271.2
-8.0,-6.0,3,0.0,NORMAL,TP+5%/SL-5%,460,45.0,-0.141,-0.75,-99.8,-64.9
-8.0,-4.0,2,999.0,ALL,TP+3%/SL-3%,5543,45.6,-0.101,-0.75,-599.8,-562.4
-7.0,-5.0,6,2.0,ALL,TP+5%/SL-3%,578,44.3,-0.112,-0.75,-87.6,-65.0
-8.0,-6.0,4,2.0,ALL,引け決済,909,45.9,-0.128,-0.76,-162.6,-116.2
-8.0,-6.0,6,999.0,NORMAL+STRONG,TP+3%/SL-3%,479,47.8,-0.108,-0.76,-83.2,-51.9
-7.0,-6.0,5,0.0,NORMAL+STRONG,TP+2%/SL-2%,167,46.1,-0.084,-0.76,-37.1,-14.1
-7.0,-6.0,4,999.0,NORMAL,引け決済,381,45.4,-0.129,-0.76,-72.1,-49.2
-8.0,-5.0,2,0.0,NORMAL,TP+5%/SL-5%,1003,46.3,-0.141,-0.77,-185.1,-141.1
-8.0,-5.0,2,2.0,ALL,TP+3%/SL-3%,2756,45.9,-0.107,-0.77,-348.0,-294.9
-8.0,-5.0,6,999.0,NORMAL+STRONG,TP+3%/SL-3%,788,47.2,-0.109,-0.77,-129.1,-86.0
-7.0,-6.0,6,999.0,STRONG,TP+2%/SL-2%,58,50.0,-0.084,-0.77,-15.3,-4.9
-8.0,-4.0,2,999.0,NORMAL,引け決済,3580,46.5,-0.134,-0.77,-530.5,-477.9
-7.0,-4.0,4,999.0,ALL,TP+2%/SL-2%,2610,45.1,-0.08,-0.77,-238.5,-208.6
-8.0,-6.0,3,999.0,ALL,TP+5%/SL-5%,1396,45.2,-0.136,-0.77,-234.0,-190.4
-6.0,-4.0,6,0.0,ALL,TP+5%/SL-5%,414,47.1,-0.136,-0.77,-68.1,-56.2
-6.0,-5.0,4,0.0,ALL,TP+3%/SL-3%,374,46.0,-0.106,-0.77,-78.2,-39.7
-7.0,-5.0,5,0.0,ALL,TP+5%/SL-3%,452,43.1,-0.12,-0.77,-75.3,-54.1
-7.0,-5.0,4,2.0,NORMAL,TP+3%/SL-3%,800,44.9,-0.104,-0.77,-112.6,-83.0
-7.0,-3.0,2,2.0,NORMAL,TP+2%/SL-2%,5102,45.7,-0.079,-0.77,-425.7,-401.0
-7.0,-6.0,5,999.0,NORMAL,TP+2%/SL-2%,281,45.6,-0.083,-0.77,-43.5,-23.3
-8.0,-6.0,4,0.0,NORMAL+STRONG,TP+2%/SL-2%,392,45.9,-0.084,-0.77,-51.7,-32.9
-8.0,-6.0,4,2.0,ALL,TP+3%/SL-3%,909,45.4,-0.107,-0.77,-133.1,-97.1
-7.0,-4.0,4,2.0,NORMAL,TP+2%/SL-2%,1523,45.2,-0.079,-0.77,-151.9,-120.3
-8.0,-6.0,6,999.0,NORMAL,TP+2%/SL-2%,363,46.6,-0.084,-0.77,-49.3,-30.5
-7.0,-5.0,4,0.0,ALL,TP+3%/SL-3%,642,45.6,-0.108,-0.77,-90.5,-69.2
-7.0,-3.0,2,0.0,ALL,TP+2%/SL-2%,4240,46.1,-0.08,-0.77,-357.0,-338.3
-8.0,-6.0,4,999.0,NORMAL,TP+3%/SL-3%,673,45.8,-0.108,-0.77,-111.7,-72.4
-7.0,-6.0,4,0.0,ALL,TP+3%/SL-3%,268,45.1,-0.11,-0.77,-39.4,-29.5
-6.0,-5.0,6,999.0,NORMAL+STRONG,TP+3%/SL-3%,309,46.3,-0.11,-0.78,-70.6,-34.1
-8.0,-3.0,5,999.0,NORMAL,TP+2%/SL-2%,2145,44.6,-0.081,-0.78,-203.9,-173.5
-7.0,-6.0,6,0.0,ALL,引け決済,145,42.8,-0.148,-0.78,-54.1,-21.5
-8.0,-3.0,3,0.0,ALL,TP+2%/SL-2%,3537,45.9,-0.08,-0.78,-301.9,-284.5
-8.0,-5.0,2,2.0,NORMAL,TP+5%/SL-3%,1831,43.9,-0.121,-0.78,-266.7,-221.3
-7.0,-5.0,5,2.0,NORMAL,TP+3%/SL-3%,578,44.5,-0.106,-0.78,-92.4,-61.5
-6.0,-5.0,4,999.0,NORMAL,TP+5%/SL-3%,513,43.7,-0.115,-0.78,-95.0,-59.1
-6.0,-5.0,3,2.0,NORMAL,引け決済,641,46.6,-0.125,-0.78,-102.3,-80.1
-7.0,-5.0,6,2.0,ALL,TP+3%/SL-3%,578,45.7,-0.111,-0.79,-93.3,-63.9
-8.0,-4.0,3,999.0,NORMAL,TP+3%/SL-3%,2833,45.7,-0.107,-0.79,-331.3,-302.2
-7.0,-6.0,6,2.0,NORMAL+STRONG,TP+3%/SL-3%,228,47.4,-0.111,-0.79,-43.8,-25.2
-7.0,-3.0,3,2.0,NORMAL,TP+2%/SL-2%,3890,45.4,-0.08,-0.79,-352.3,-312.6
-8.0,-5.0,2,2.0,NORMAL+STRONG,TP+2%/SL-2%,2322,45.6,-0.084,-0.79,-224.2,-194.5
-6.0,-4.0,5,2.0,NORMAL,TP+2%/SL-2%,803,44.6,-0.081,-0.79,-81.8,-65.4
-7.0,-5.0,6,999.0,ALL,引け決済,659,46.1,-0.136,-0.79,-125.8,-89.5
-7.0,-6.0,6,999.0,NORMAL,引け決済,196,44.9,-0.133,-0.79,-49.4,-26.2
-6.0,-5.0,4,2.0,ALL,TP+2%/SL-2%,713,44.7,-0.082,-0.79,-88.1,-58.3
-7.0,-4.0,6,999.0,ALL,TP+3%/SL-3%,1206,45.6,-0.11,-0.79,-153.6,-132.8
-7.0,-5.0,3,0.0,ALL,TP+5%/SL-3%,913,43.3,-0.122,-0.79,-122.4,-111.4
-8.0,-6.0,4,999.0,ALL,TP+5%/SL-3%,1016,42.6,-0.124,-0.8,-165.1,-126.0
-6.0,-5.0,5,999.0,ALL,TP+3%/SL-3%,561,44.7,-0.111,-0.8,-129.5,-62.0
-8.0,-4.0,4,2.0,NORMAL,TP+2%/SL-2%,1790,45.1,-0.083,-0.8,-189.9,-149.0
-7.0,-5.0,3,999.0,NORMAL,TP+5%/SL-5%,1260,46.0,-0.135,-0.8,-201.8,-170.5
-8.0,-5.0,4,0.0,NORMAL+STRONG,TP+2%/SL-2%,690,45.7,-0.087,-0.8,-84.8,-59.9
-7.0,-5.0,4,2.0,ALL,TP+2%/SL-2%,1213,45.2,-0.084,-0.8,-128.0,-102.2
-6.0,-4.0,5,999.0,ALL,TP+2%/SL-2%,1400,44.4,-0.083,-0.8,-141.2,-116.8
-5.0,-4.0,3,999.0,NORMAL,TP+2%/SL-2%,1165,44.9,-0.082,-0.8,-106.1,-95.2
-5.0,-4.0,3,999.0,ALL,TP+2%/SL-2%,1866,45.1,-0.082,-0.8,-178.1,-153.9
-5.0,-4.0,6,0.0,NORMAL,引け決済,171,49.7,-0.148,-0.8,-37.2,-25.2
-7.0,-3.0,4,0.0,NORMAL,TP+2%/SL-2%,1430,45.7,-0.083,-0.8,-139.2,-118.0
-7.0,-5.0,2,0.0,NORMAL,TP+5%/SL-5%,761,46.4,-0.141,-0.8,-135.5,-107.1
-8.0,-4.0,3,0.0,NORMAL,TP+3%/SL-3%,1397,46.4,-0.111,-0.8,-171.0,-155.2
-7.0,-4.0,6,0.0,ALL,TP+5%/SL-5%,559,46.0,-0.141,-0.8,-91.1,-78.9
-8.0,-5.0,3,2.0,NORMAL,TP+5%/SL-3%,1490,43.6,-0.123,-0.81,-217.4,-183.5
-6.0,-5.0,4,2.0,NORMAL,TP+5%/SL-3%,452,43.4,-0.116,-0.81,-77.6,-52.5
-6.0,-3.0,6,0.0,NORMAL,TP+5%/SL-3%,509,44.2,-0.124,-0.81,-75.7,-63.0
-6.0,-4.0,6,0.0,ALL,TP+3%/SL-3%,414,45.7,-0.114,-0.81,-67.8,-47.4
-8.0,-6.0,3,0.0,ALL,TP+3%/SL-3%,677,44.9,-0.119,-0.81,-99.9,-80.4
-7.0,-6.0,2,0.0,ALL,TP+3%/SL-3%,446,45.3,-0.117,-0.81,-57.7,-52.4
-7.0,-6.0,3,999.0,NORMAL+STRONG,TP+3%/SL-3%,675,46.5,-0.112,-0.81,-97.5,-75.9
-8.0,-6.0,2,2.0,NORMAL,TP+5%/SL-5%,1007,45.7,-0.144,-0.82,-199.0,-145.3
-7.0,-5.0,2,999.0,ALL,TP+3%/SL-3%,2397,45.9,-0.114,-0.82,-307.8,-274.3
-8.0,-6.0,3,999.0,NORMAL,TP+5%/SL-5%,941,45.1,-0.146,-0.82,-183.1,-137.7
-6.0,-5.0,6,999.0,ALL,TP+5%/SL-5%,363,47.4,-0.142,-0.82,-107.0,-51.5
-8.0,-6.0,3,999.0,NORMAL+STRONG,TP+3%/SL-3%,1207,46.1,-0.116,-0.82,-178.8,-139.4
-7.0,-6.0,6,999.0,NORMAL,TP+5%/SL-5%,196,44.9,-0.134,-0.82,-47.6,-26.2
-7.0,-3.0,2,999.0,ALL,TP+2%/SL-2%,8900,45.5,-0.083,-0.82,-760.8,-742.2
